economy,economycode,wpid_random,wgt,female,age,educ,inc_q,emp_in,urbanicity_f2f,account,account_fin,account_mob,fin1_1a,fin1_1b,fin2,fin4,fin4a,fin5,fin6,fin7,fin8,fin8a,fin8b,fin9,fin9a,fin10,fin10_1a,fin10_1b,fin10_1c,fin10_1d,fin10_1e,fin10a,fin10b,fin11_1,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin13a,fin13b,fin13c,fin13d,fin14_1,fin14_2,fin14_2_China,fin14a,fin14a1,fin14b,fin14c,fin14c_2,fin14c_2_China,fin16,fin17a,fin17a1,fin17b,fin20,fin22a,fin22b,fin22c,fin24,fin24a,fin24b,fin26,fin27_1,fin27c1,fin27c2,fin28,fin29_1,fin29c1,fin29c2,fin30,fin31a,fin31b,fin31b1,fin31b1_China,fin31c,fin32,fin33,fin34a,fin34b,fin34d,fin34e,fin35,fin37,fin38,fin39a,fin39b,fin39d,fin39e,fin42,fin42a,fin43a,fin43b,fin43d,fin43e,fin44a,fin44b,fin44c,fin44d,fin45,fin45_1,fin45_1_China,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,mobileowner,internetaccess,anydigpayment,merchantpay_dig
India,IND,162845199,1.121802837,2,18,5,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,2,,0,0,4,4,4,4,4,5,2,2,0,0
India,IND,185553948,2.069909798,1,60,2,5,1,1,1,1,0,1,1,1,2,,2,2,1,1,2,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,1,1,1,1,2,1,1,1,2,,,,2,,,,1,1,2,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,2,3,2,2,,1,1,4,4,4,4,1,5,1,1,1,0
India,IND,116327358,2.416926705,2,30,1,4,2,1,0,0,0,,,3,,,,,,,,,,,,,,,,,,,3,2,2,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,1,2,,2,2,3,1,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,5,1,1,1,5,1,,1,1,4,4,4,4,4,5,1,2,0,0
India,IND,191565036,1.267696952,2,20,1,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,6,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,5,2,2,0,0
India,IND,157238171,2.416926705,2,24,1,3,1,1,1,1,0,1,1,2,,,2,2,2,,,,1,2,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,2,1,,0,0,4,4,4,4,4,5,1,1,0,0
India,IND,114065621,0.752273612,2,16,2,1,1,1,1,1,0,2,1,2,,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,2,1,1,2,1,,0,1,4,4,4,2,4,5,1,1,0,0
India,IND,128291457,1.235829446,2,36,1,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,2,3,1,2,1,2,,,,,3,,,2,2,2,,,,2,2,,2,2,2,1,,8,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,5,1,,0,1,4,4,4,4,4,5,2,2,0,0
India,IND,165242348,0.389283359,2,60,2,5,1,1,1,1,0,1,2,1,2,,2,1,2,,,,1,2,1,,,,,,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,1,2,1,,,1,1,1,2,,,2,2,1,1,2,,,2,,,,,,2,3,3,3,,2,,0,0,1,4,1,4,1,5,1,1,1,0
India,IND,114635240,1.04377335,2,50,1,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,2,1,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,5,1,4,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,4,4,4,4,2,5,2,2,0,0
India,IND,164820187,1.130120561,1,21,2,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,2,1,1,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,4,5,1,2,0,0
India,IND,191847384,0.321674959,2,75,2,1,2,1,1,1,0,1,2,2,,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,4,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,1,1,1,3,2,1,,0,1,4,1,4,4,4,5,1,2,1,0
India,IND,139181980,0.968880856,1,20,2,5,2,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,1,,0,0,4,4,4,4,4,5,2,2,0,0
India,IND,171808136,0.299037767,1,48,2,4,2,1,1,1,1,2,1,1,1,1,1,1,2,,,,1,2,2,,,,,,,1,,,,,,,,,,1,2,2,2,1,2,,1,2,1,3,2,,2,2,2,2,2,2,2,,3,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,0,0,4,4,4,4,4,5,1,1,1,1
India,IND,137551146,0.26568838,2,19,2,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,3,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,4,5,2,2,0,0
India,IND,131286969,1.401623649,1,50,1,1,2,1,1,1,0,1,1,2,,,2,2,2,,,,2,,2,1,1,2,1,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,2,1,,1,0,4,4,4,2,4,5,2,2,0,0
India,IND,176829434,2.162401388,2,27,1,2,2,2,1,1,0,1,1,2,,,2,2,2,,,,2,,2,1,1,1,1,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,1,1,,0,0,4,4,4,4,4,5,2,2,0,0
India,IND,127688071,0.357448429,2,45,2,4,1,1,1,1,0,2,2,2,,,2,2,2,,,,1,2,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,4,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,1,4,1,,0,0,4,4,4,4,3,5,1,2,0,0
India,IND,181307415,0.429561325,1,20,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,1,0,4,4,4,4,4,5,1,1,0,0
India,IND,135854047,1.209208112,2,43,1,5,1,1,1,1,0,2,2,2,,,2,2,2,,,,2,,2,2,2,2,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,2,2,2,3,1,,0,0,4,4,4,2,4,5,1,2,0,0
India,IND,202443163,2.107147782,1,55,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,4,2,1,,0,0,2,4,4,4,2,5,2,2,0,0
India,IND,153556741,0.624472785,2,30,1,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,4,2,1,2,2,2,1,2,2,,,,,2,,,2,2,3,,,,2,2,,2,2,2,2,,7,,,2,,,,4,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,4,6,2,2,0,0
India,IND,161882780,0.434154849,1,35,2,5,1,2,1,1,0,2,2,1,1,2,2,2,2,,,,2,,2,,,,,,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,2,2,,0,0,4,4,4,4,2,5,2,2,1,0
India,IND,118778591,0.21743007,2,18,5,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,1,2,2,1,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,2,5,2,2,0,0
India,IND,160858943,0.773931765,2,24,2,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,5,2,,0,0,4,4,4,4,4,5,2,2,0,0
India,IND,179749801,0.358939915,2,34,2,3,2,1,1,1,0,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,1,1,2,2,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,2,1,,0,0,4,4,4,4,1,5,2,2,1,0
India,IND,195700815,2.205227974,1,22,1,2,1,1,1,1,0,1,1,2,,,2,1,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,2,,,1,2,2,,,,2,1,,3,2,3,2,,8,,,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,5,1,,1,0,4,4,4,4,3,5,1,2,1,0
India,IND,194500473,0.890558999,2,28,1,1,1,1,1,1,0,1,2,1,2,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,2,1,2,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,1,4,4,4,4,5,2,2,1,0
India,IND,120686900,0.545486222,2,45,2,4,1,2,1,1,0,1,2,2,,,2,2,2,,,,2,,2,2,2,2,1,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,2,1,,0,0,4,4,4,4,4,5,1,2,0,0
India,IND,201225339,1.675676574,1,17,1,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,1,1,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,3,1,1,3,3,,0,1,4,4,4,4,4,5,1,2,0,0
India,IND,152107542,0.249385979,1,16,2,2,2,1,1,1,0,2,1,2,,,2,2,2,,,,2,,2,1,2,1,2,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,3,3,2,1,4,1,,0,0,4,3,4,4,4,5,1,1,0,0
India,IND,114470384,2.181685269,1,38,1,2,1,2,1,1,0,1,2,2,,,2,2,2,,,,2,,1,,,,,,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,1,1,,5,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,4,2,,0,1,4,4,4,4,2,5,2,2,0,0
India,IND,139108571,1.522244322,1,70,1,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,3,1,,0,0,4,4,4,4,4,5,1,2,0,0
India,IND,196242367,2.099333372,2,20,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,4,,1,,0,0,4,4,4,4,4,5,2,2,0,0
India,IND,194139922,0.734082772,1,26,1,2,2,2,1,1,0,2,2,2,,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,2,5,1,2,0,0
India,IND,114508158,1.502548263,2,46,1,4,1,2,1,1,0,1,2,2,,,2,2,2,,,,2,,2,,,,,,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,1,1,,,1,2,2,2,2,,,,,,1,2,2,2,2,2,,2,2,,,,,2,,,,,,2,1,3,3,2,1,,1,0,3,4,4,4,4,1,1,2,1,0
India,IND,197781037,1.583476788,1,55,1,4,1,1,1,1,0,1,1,2,,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,2,,,1,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,1,2,2,2,2,2,,,,,,1,1,1,1,1,3,,0,0,4,4,3,4,3,5,2,2,1,0
India,IND,194493630,1.547704798,1,28,1,1,2,2,1,1,0,2,1,1,2,,2,2,2,,,,1,2,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,1,2,2,2,2,2,1,1,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,1,2,2,1,,2,,,,,,1,1,1,3,1,2,,1,0,4,4,2,4,3,5,1,2,0,0
India,IND,198381666,0.21743007,2,57,3,2,2,1,1,1,0,1,1,2,,,2,2,2,,,,2,,2,2,1,2,2,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,4,4,4,4,2,5,1,2,0,0
India,IND,130840619,0.86416295,2,30,1,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2,1,2,,,,,2,,,2,2,2,,,,2,2,2,2,2,2,1,,7,,,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,1,1,,0,1,4,4,4,4,4,3,1,2,0,0
India,IND,158832583,0.72476433,1,24,2,4,2,1,1,1,0,2,2,2,,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,2,1,2,,2,2,1,1,2,2,2,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,1,2,,,,,,2,1,2,3,2,1,,1,1,4,1,4,4,4,4,1,2,1,0
India,IND,161831485,0.460870712,2,46,3,5,1,2,1,1,1,1,2,1,1,1,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,2,2,1,1,1,2,,1,1,1,1,1,,1,1,2,2,2,2,2,,1,2,2,1,1,,,2,,,,1,1,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,3,3,2,,1,1,4,4,4,4,1,1,1,1,1,1
India,IND,153589548,0.483696217,2,35,2,4,1,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,2,2,2,2,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,4,5,1,2,0,0
India,IND,166211600,0.512569127,1,47,2,5,2,2,1,1,0,2,2,1,2,,1,1,2,,,,1,1,2,,,,,,,1,,,,,,,,,,,,,,1,1,,1,1,1,1,2,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,2,1,,0,0,4,4,4,4,2,5,1,1,1,1
India,IND,165003061,1.051500205,2,31,3,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,1,,,,,,,,,,1,1,2,1,1,1,,1,1,1,2,1,,2,1,1,2,2,2,1,,2,3,1,1,2,2,1,1,2,2,1,1,1,1,2,,,1,2,1,1,,,1,2,2,,,,,2,,,,,,3,3,3,3,,1,,1,1,1,4,4,4,1,2,1,1,1,1
India,IND,111360656,0.605010654,2,40,2,5,1,2,1,1,1,1,2,1,1,1,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,1,2,2,1,1,2,,1,1,2,,,,2,1,1,1,1,1,1,2,1,2,2,1,1,,,1,1,,,1,1,1,2,,,1,2,1,1,,,1,1,2,1,1,,,1,2,2,2,2,2,2,2,2,1,4,2,,1,1,1,1,4,3,1,1,1,1,1,1
India,IND,152152772,1.622373118,2,19,2,5,1,2,1,0,1,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,1,2,2,2,2,2,1,2,,,2,2,2,,,,2,2,2,2,1,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,3,3,2,3,,0,1,4,4,4,4,4,5,1,1,1,0
India,IND,183628236,2.416926705,2,16,1,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,2,5,1,2,0,0
India,IND,199187884,1.329339691,1,40,1,5,1,2,1,1,0,2,1,1,2,,2,2,2,,,,2,,2,2,1,2,2,2,,2,,,,,,,,,,,,,,2,,,2,2,1,2,1,,1,1,,1,1,2,1,2,6,1,1,2,,,,2,,,,1,2,1,1,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,1,1,2,4,4,4,1,5,1,2,0,0
India,IND,133985938,1.560957727,2,24,1,4,1,2,1,1,0,1,2,1,1,2,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,4,5,1,2,1,0
India,IND,137726460,1.585410964,1,65,1,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,6,2,2,5,1,,0,0,4,4,4,4,4,5,2,2,0,0
India,IND,197357600,1.248360538,2,48,1,4,1,1,1,1,1,1,2,1,1,1,1,1,2,,,,2,,2,,,,,,,1,,,,,,,,,,1,1,2,1,1,1,,1,1,1,2,1,,2,2,2,2,2,2,2,,3,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,4,5,1,1,1,1
India,IND,177359430,0.727262269,2,45,1,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,4,5,2,2,0,0
India,IND,199912841,0.469501816,2,46,2,5,1,2,1,1,1,2,2,1,1,1,1,2,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,2,2,2,1,1,2,,2,1,2,,,,2,1,2,2,2,2,2,,3,2,2,1,1,,,1,1,,,1,2,1,1,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,2,3,2,4,2,,1,0,1,4,4,4,1,1,1,1,1,1
India,IND,191160871,0.697789363,1,28,3,5,2,2,1,1,0,1,2,1,2,,1,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,1,3,2,2,2,1,2,2,2,,,,,2,,,,,,2,1,1,1,4,1,,0,0,1,4,4,4,4,5,1,1,1,0
India,IND,208957858,1.56240308,1,40,1,1,1,1,1,1,0,1,1,2,,,2,2,2,,,,2,,2,1,1,1,1,1,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,3,1,1,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,4,3,1,2,0,0
India,IND,141667646,0.624752579,2,38,3,5,1,2,1,1,1,2,2,1,1,1,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,1,2,2,1,1,2,,1,1,1,3,2,,2,2,2,2,2,2,2,,3,3,2,1,1,,,1,1,,,1,2,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,3,2,3,,3,,1,0,1,4,4,4,1,1,1,1,1,1
India,IND,171063034,1.387311033,1,15,1,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,1,1,2,,5,1,1,2,,,,2,,,,1,2,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,1,5,1,2,0,0
India,IND,158557583,2.416926705,1,55,1,1,1,2,1,1,0,2,1,2,,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,4,1,1,2,1,0
India,IND,203896981,0.865472618,1,28,1,1,2,1,1,1,0,1,2,2,,,2,2,2,,,,2,,2,1,2,2,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,4,5,2,2,0,0
India,IND,198851788,0.882117018,2,50,1,3,1,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,2,4,2,2,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,2,4,4,4,2,5,1,2,0,0
India,IND,155024841,0.580448824,2,20,2,5,2,1,1,1,0,1,2,1,2,,1,1,1,1,2,2,2,,1,,,,,,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,1,2,,0,1,4,4,4,4,4,5,1,1,1,0
India,IND,129623295,0.482800351,2,25,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,,,,,,1,1,,,,,,,,,,1,1,1,1,1,1,,1,1,1,1,1,,2,1,1,1,1,1,1,1,1,2,2,1,1,,,1,1,,,1,1,1,2,,,2,,,,,,,1,2,1,1,,,2,,,,,,2,3,3,3,,2,,1,1,4,1,4,4,1,1,1,1,1,1
India,IND,147631200,0.27521169,2,22,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,1,1,1,,,,,,1,2,,,,,,,,,,2,1,2,1,1,1,,2,2,2,,,,2,2,2,2,1,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,1,2,,,1,1,1,1,2,1,,0,1,4,4,4,1,4,5,1,1,1,1
India,IND,150491546,1.674131383,1,19,1,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,1,1,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,4,5,1,2,0,0
India,IND,157784304,1.033486735,2,60,1,5,2,2,1,1,0,1,1,2,,,2,2,2,,,,2,,2,1,2,1,1,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,3,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,2,5,2,2,0,0
India,IND,158841669,1.936615354,2,40,1,5,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,,2,1,,2,2,2,,,,1,1,,2,2,2,2,,3,2,2,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,2,2,3,2,2,,1,1,1,4,4,4,2,5,1,1,1,1
India,IND,159661594,1.907035074,2,30,2,5,2,2,1,1,0,1,1,1,2,,2,2,1,1,2,1,1,2,1,,,,,,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,2,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,4,4,4,4,4,5,1,1,1,0
India,IND,180172965,0.733187203,1,34,1,1,1,1,1,1,0,2,2,2,,,2,2,2,,,,1,2,1,,,,,,1,2,,,,,,,,,,,,,,2,,,1,2,2,,,,2,2,,2,2,2,1,,7,,,2,,,,2,,,,1,2,2,,,2,2,,,,,,,1,2,2,2,2,1,2,,,,,,1,1,1,1,4,1,,0,1,4,1,4,4,3,5,1,2,1,0
India,IND,146450007,1.101316105,1,47,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,2,1,1,2,2,1,2,,,,,2,,,2,2,2,,,,2,1,,2,2,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,2,1,,1,1,4,4,4,4,2,5,1,2,0,0
